takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0801.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0802.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0803.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0804.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0805.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0806.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0807.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0808.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0809.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0810.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0811.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0812.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0813.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0814.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0815.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0816.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0817.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0818.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0819.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0820.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0821.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0822.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0823.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0824.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0825.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0826.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0827.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0828.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0829.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0830.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0831.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0832.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0833.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0834.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0835.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0836.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0837.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0838.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0839.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0840.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0841.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0842.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0843.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0844.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0845.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0846.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0847.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0848.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0849.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0850.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0851.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0852.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0853.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0854.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0855.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0856.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0857.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0858.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0859.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0860.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0861.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0862.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0863.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0864.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0865.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0866.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0867.png
takoyaki	C:\Lemon-sin\data\food_images\raw\selectstar\takoyaki\png\takoyaki_0868.png
