fixture_id,category_key,category_display_name,brand_candidate_display_name,brand_candidate_key,source_product_id,image_count,detail_page_count,review_count,decision,reviewed_manufacturer,reviewed_product_name,reason_codes
brand_f56bff2fec89a6131a0e93cc,멀티비타민,멀티비타민,얼라이브,얼라이브,9678207239,504,7,497,,,,
brand_9d2a162260fcff9076938d75,멀티비타민,멀티비타민,얼라이브,얼라이브,9906647798,503,6,497,,,,
brand_5c5bf955bcbf532994e47780,멀티비타민,멀티비타민,유통기한,유통기한,5684175077,512,22,490,,,,
brand_7edfd149ed523a13e352aa24,멀티비타민,멀티비타민,종근당건강,종근당건강,9793112738,510,11,499,,,,
brand_44d9841253ac6019f00b6ce9,멀티비타민,멀티비타민,종근당건강,종근당건강,12069978156,144,32,112,,,,
brand_fc258365833b75295f36b864,밀크씨슬_간,밀크씨슬_간,내츄럴플러스,내츄럴플러스,3029167994,499,6,493,,,,
brand_b072eefac3700c9e59fb959c,밀크씨슬_간,밀크씨슬_간,고려은단,고려은단,11243018665,512,16,496,,,,
brand_cc20b10ff9661e95b0cdb4b0,밀크씨슬_간,밀크씨슬_간,나우푸드,나우푸드,13005623275,31,24,7,,,,
brand_4a916e0e82c5e4288ed4a25a,밀크씨슬_간,밀크씨슬_간,나우푸드,나우푸드,4529817792,303,3,300,,,,
brand_3e6d97b684a1cde45ec72646,밀크씨슬_간,밀크씨슬_간,나우푸드,나우푸드,10326217529,402,3,399,,,,
brand_d81c6b1ef53cb09a347fea87,밀크씨슬_간,밀크씨슬_간,나우푸드,나우푸드,5294195292,502,2,500,,,,
brand_6f8591f8e9af36aeb083bf01,밀크씨슬_간,밀크씨슬_간,세노비스,세노비스,724480604,503,4,499,,,,
brand_87a38d5ac923a219e0d9df32,밀크씨슬_간,밀크씨슬_간,유한양행,유한양행,11730522132,15,4,11,,,,
brand_94269e81f4671ec5252937f3,비타민a,비타민A,뉴트리코스트,뉴트리코스트,10141939999,23,3,20,,,,
